id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb,kategori_I,kategori_II
SJ-013,Pasang Pelapisan Laston Hotmix/Sitemix Manual (Tebal 3cm),"Lapisan hotmix tebal 3cm menggunakan campuran batu pecah ukuran 2/3 (20-30mm) - 15%, ukuran 1/2 (10-20mm) - 30%, batu screening ukuran (0-5mm) - 40%, abu batu - 10%, dan kadar aspal sebesar 5-7%, pemadatan menggunakan baby roller hingga padat jenuh 95%",m2,128900,Ganesha,Sipil,Sipil Jalan
SJ-014,Pasang Patching Jalan,"Pekerjaan patching jalan ketebalan 7-15 cm dengan menggunakan agregat halus yaitu dengan menggunakan, batu pecah 3/5, batu pecah 1/2 dan bahan penutup menggunakan screen dan pasir pada setiap lapisan diberi aspal elmulsi.
Langkah pengerjaan patching jalan.
1. Permukaan jalan yang rusak dibongkar dengan jack hammer, setelah batas - batasnya dipotong dengan pavement cutter
2. Jika dasar galian lapis pertama masih menunjukan retak - retak atau tidak kokoh, perlu digali lebih dalam.
3. Penyemprotan tackcoat/primecoat dilakukan secara merata ke seluruh bidang, termasuk bidang - bidang tegak, dengan menggunakan aspal emulsi.
4. Hindari tackcoat/primecoat yang berlebihan atau tergenang Karena akan menyebabkan atau menimbulkan bleeding.
5. Bagian perkerasan yang tidak kokoh harus dibongkar kembali.
6. Hampar lapisan aggregat halus sesuai dengan kebutuhan dengan lapisan, batu pecah 3/5, batu pecah 1/2 dan bahan penutup menggunakan screen, kemudian dipadatkan dengan tandem roller sampai padat jenuh 95%.
",m2,183300,Ganesha,Sipil,Sipil Jalan
SJ-015,Pengecatan Marka Jalan Cat Thermoplastic,"Bahan marka jalan menggunakan cat thermoplastic dan glass beads, untuk kedua bahan tersebut harus memenuhi ketentuan standar AASHTO M 249 - 79 dan AASHTO M 247 - 81 dan tebal garis marka setebal 3 mm. (hasil marka harus rapih, kuat dan area pinggir haus rapih tidak meleber, dan garis bantu harus dibersihkan jangan sampai terlihat) ukuran lebar 7-12cm",m1,26700,Ganesha,Sipil,Sipil Jalan
SJ-016,Pengecatan Marka Jalan Cat Nippon Paint Roadline,Pasang Pengecatan marka menggunakan cat nipponpaint roadline,m1,48800,Ganesha,Sipil,Sipil Jalan
SJ-017,Pasang Buis Beton ukuran 60 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 60 cm,m1,557000,Ganesha,Sipil,Sipil Jalan
SJ-018,Pasang Buis Beton ukuran 50 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 50 cm,m1,384900,Ganesha,Sipil,Sipil Jalan
SJ-019,Pasang Buis Beton ukuran 100 cm,Pasang buis beton menggunakan Cisangkan ukuran diameter 100 cm,m1,935000,Ganesha,Sipil,Sipil Jalan
SJ-020,Pasang grefel ukuran 20 cm ,Pasang grefel menggunakan Cisangkan ukuran 20 cm,m1,134000,Ganesha,Sipil,Sipil Jalan
SJ-021,Pasang grefel ukuran 30 cm ,Pasang grefel menggunakan Cisangkan ukuran 30 cm,m1,155800,Ganesha,Sipil,Sipil Jalan
SJ-022,Pasang Buis Beton ukuran 60 cm,Pasang buis beton menggunakan Oris ukuran diameter 60 cm,m1,519600,Ganesha,Sipil,Sipil Jalan
SJ-023,Pasang Buis Beton ukuran 50 cm,Pasang buis beton menggunakan Oris ukuran diameter 50 cm,m1,381600,Ganesha,Sipil,Sipil Jalan
SJ-024,Pasang grefel ukuran 20 cm ,Pasang grefel menggunakan Oris ukuran 20 cm,m1,109800,Ganesha,Sipil,Sipil Jalan
SJ-025,Pasang grefel ukuran 30 cm ,Pasang grefel menggunakan Oris ukuran 30 cm,m1,117700,Ganesha,Sipil,Sipil Jalan
SJ-026,Pasang Paving blok Cisangkan tebal 6 cm natural ,Pasang Paving blok tebal 6 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,241500,Ganesha,Sipil,Sipil Jalan
SJ-027,Pasang Paving blok Cisangkan tebal 8 cm natural ,Pasang Paving blok tebal 8 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,279200,Ganesha,Sipil,Sipil Jalan
SJ-028,Pasang Paving blok Cisangkan tebal 6 cm warna ,Pasang Paving blok tebal 6 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,275000,Ganesha,Sipil,Sipil Jalan
SJ-029,Pasang Paving blok Cisangkan tebal 8 cm warna ,Pasang Paving blok tebal 8 cm menggunakan Cisangkan tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,316900,Ganesha,Sipil,Sipil Jalan
SJ-030,Pasang Paving blok Oris/Alphen Natural tebal 6 cm natural ,Pasang Paving blok tebal 6 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,224800,Ganesha,Sipil,Sipil Jalan
SJ-031,Pasang Paving blok Oris/Alphen Natural tebal 8 cm natural ,Pasang Paving blok tebal 8 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,237400,Ganesha,Sipil,Sipil Jalan
SJ-032,Pasang Paving blok Oris/Alphen warna tebal 6 cm,Pasang Paving blok tebal 6 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,258300,Ganesha,Sipil,Sipil Jalan
SJ-033,Pasang Paving blok Oris/Alphen warna tebal 8 cm,Pasang Paving blok tebal 8 cm menggunakan Oris/alphen natural berikut abu batu dengan pemadatan.,m2,266900,Ganesha,Sipil,Sipil Jalan
SJ-034,Pasang Grassblock Cisangkan GB8,Pasang Grassblok menggunakan Cisangkan tipe GB8 berikut abu batu (filler) dengan pemadatan.,m2,287100,Ganesha,Sipil,Sipil Jalan
SJ-035,Pasang Grassblock Oris,Pasang Grassblok menggunakan Oris/Alphen berikut abu batu (filler) dengan pemadatan.,m2,267200,Ganesha,Sipil,Sipil Jalan
SJ-036,Pasang batu sikat Flores,"Pasang batu sikat dengan menggunakan batu sikat florest kw I (ukuran atau gradasi disesuaikan dengan eksisting), Pasangan adukan 1 pc : 3 pasir Pasang padalarang tanpa endapan lumpur ( bersih dari lumpur) berikut finishing dengan acian",m2,179900,Ganesha,Sipil,Sipil Jalan
SJ-037,Pasang Kanstin Cisangkan K.02.1,Pasang kanstin dengan menggunakan cisangkan type K.02.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,130900,Ganesha,Sipil,Sipil Jalan
SJ-038,Pasang Kanstin Cisangkan K.10.1,Pasang kanstin dengan menggunakan cisangkan type K.10.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,224700,Ganesha,Sipil,Sipil Jalan
SJ-039,Pasang Kanstin Cisangkan K.05.1,Pasang kanstin dengan menggunakan cisangkan type K.05.1 berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,120700,Ganesha,Sipil,Sipil Jalan
SJ-040,Pasang Kansteen Oris/Alphen,Pasang kanstin dengan menggunakan Oris/alphen 390x90x200 mm berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,137800,Ganesha,Sipil,Sipil Jalan
SJ-041,Pasang Kansteen Oris/Alphen,Pasang kanstin dengan menggunakan Oris/Alphen uk. 600x300x180 mm berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,207900,Ganesha,Sipil,Sipil Jalan
SJ-042,Pasang Kansteen Oris/Alphen,Pasang kanstin dengan menggunakan Oris/Alphen uk. 600x150x300 mm berikut Pasangan adukan dengan menggunakan adukan 1 pc : 5 psr Pasang difinishing dengan menggunakan acian.,m1,213400,Ganesha,Sipil,Sipil Jalan
SJ-043,Pasang pengurugan sirtu berikut pemadatan,Urugan sirtu dipadatkan sampai padat jenuh,m3,280600,Ganesha,Sipil,Sipil Jalan
SJ-044,Pasang baru Paving block Natural ,Pemasangan paving block menggunakan type truepave natural tebal 6 cm Cisangkan berikut abu batu sebagai lapisan dasar dan pengisi (ketebalan abu batu disesuaikan di lapangan dan gambar kerja). Pemasangan paving block dibuat sesuai dengan gambar kerja. Pekerjaan pemadtan dilakukan dua tahap : 1. Sebelum pemasangan abu batu dan pavingblock area tanah asli atau sub grade dipadat kan dengan menggunakan stemper jumping sampai kondisi tidak mengalami penurunan/jenuh. 2. setelah paving di pasang kemudian dipadatkan kembali dengan menggunakan stamper kodok yang kondisi rata dan tidak bergelombang pada saat di bebani.,m2,226325,Ganesha,Sipil,Sipil Jalan
SJ-045,Pasang baru Paving block Warna,Pemasangan paving block menggunakan type truepave warna tebal 6 cm Cisangkan berikut abu batu sebagai lapisan dasar dan pengisi (ketebalan abu batu disesuaikan di lapangan dan gambar kerja). Pemasangan paving block dibuat sesuai dengan gambar kerja. Pekerjaan pemadtan dilakukan dua tahap : 1. Sebelum pemasangan abu batu dan pavingblock area tanah asli atau sub grade dipadat kan dengan menggunakan stemper jumping sampai kondisi tidak mengalami penurunan/jenuh. 2. setelah paving di pasang kemudian dipadatkan kembali dengan menggunakan stamper kodok yang kondisi rata dan tidak bergelombang pada saat di bebani.,m2,275825,Ganesha,Sipil,Sipil Jalan
SJ-046,Pasang baru kansteen type K.08.1,Pasang baru kanstin menggunakan bahan cisangkan type K.08.1,m',205900,Ganesha,Sipil,Sipil Jalan
SJ-047,Pasang baru kansteen type K.08.3,Pasang baru kanstin menggunakan bahan cisangkan type K.08.3 ,m',205900,Ganesha,Sipil,Sipil Jalan
SJ-048,Pasang Paving blok tebal 6 cm natural ,Pasang Paving blok tebal 6 cm menggunakan Vulcano tipe hexagon/octagon termasuk abu batu dengan pemadatan.,m2,120700,Ganesha,Sipil,Sipil Jalan
SJ-049,Overlay Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=3 cm),"Hampar lapisan hotmix HRS tebal 3 Cm jadi, Kemudian dipadatkan dengan stamper dan baby roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,163100,Ganesha,Sipil,Sipil Jalan
SJ-050,Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=2.5 cm),"Hampar lapisan hotmix HRS tebal 2.5 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,134600,Ganesha,Sipil,Sipil Jalan
SA-001,Pasang Waterproofing membran bakar,Membran bakar menggunakan membran Casali tebal 3mm.Pemasangan overlap setiap sambungan membran minimal 10cm.,m2,274200,Ganesha,Sipil,Sipil Atap
SA-002,Pas. Waterproofing Membran Bakar ,Membran bakar menggunakan membran Mineral/Grandule ex. Casali tebal 3mm.Pemasangan overlap setiap sambungan membran minimal 10cm.,m2,295100,Ganesha,Sipil,Sipil Atap
SA-003,Pasang waterproofing pelat lantai Lemkra DS 105,Pekerjaan perbaikan bocoran plat lantai dengan menggunakan waterproofing lemkra DS 105. sampai tidak bocor kembali.,m2,69000,Ganesha,Sipil,Sipil Atap
SA-004,Pasang waterproofing water based,Water proofing dengan Sika/fosroc water based,m2,192000,Ganesha,Sipil,Sipil Atap
SA-005,"Pasang Metal Sheet Roof Profil 0,45mm","Pasang atap metal sheet roof profil menggunakan Lysaght Bluescope natural tebal 0,45mm",m2,251600,Ganesha,Sipil,Sipil Atap
SA-006,"Pasang Metal Sheet Roof Profil0,50mm","Pasang atap metal sheet roof profil menggunakan Lysaght Bluescope Colorbond tebal 0,50mm TCT",m2,278900,Ganesha,Sipil,Sipil Atap
SA-007,"Pasang Seng Gelombang 0,2mm","Pasang seng gelombang menggunakan Gajah Berlian dengan ukuran tebal 0,2mm",m2,74300,Ganesha,Sipil,Sipil Atap
SA-008,"Pasang Seng Gelombang 0,4mm","Pasang seng gelombang menggunakan Gajah Berlian dengan ukuran tebal 0,4mm",m2,85600,Ganesha,Sipil,Sipil Atap
SA-009,Pasang plat zincalum 0.5mm,"Pasang penutup atap menggunakan plat zincalum tebal 0,5mm cahaya benteng mas.",m2,209100,Ganesha,Sipil,Sipil Atap
SA-010,"Pasang seng BJLS datar 0,3 mm",Pasang BJLS 30 tebal 0.3 mm menggunakan Cahaya Benteng Mas,m2,122000,Ganesha,Sipil,Sipil Atap
SA-011,"Pasang Seng BJLS datar 0,4mm","Pasang seng datar BJLS ukuran 0,4mm menggunakan Lockfom",m2,175600,Ganesha,Sipil,Sipil Atap
SA-012,"Pasang Seng BJLS datar 0,6mm","Pasang seng datar BJLS ukuran 0,6mm menggunakan Lockfom",m2,223900,Ganesha,Sipil,Sipil Atap
SA-013,Pasang Atap Sirap Asbes,"Pemasangan atap sirap menggunakan atap sirap asbes harflex 600x600x5mm, berikut crampon L23mm pengikat ujung daun sirap ke celah antara daun bawah. Berikut cat finishing paragon.",m2,387500,Ganesha,Sipil,Sipil Atap
SA-014,Pasang Atap Sirap kayu ulin,"sirap baru menggunakan sirap kayu ulin/besi potong mesin uk.600x65x3mm, diPasang 4lapis, paku menggunakan paku khusus sirap.",m2,246100,Ganesha,Sipil,Sipil Atap
SA-015,Pasang Atap genteng PVC,Pasang atap PVC menggunakan U-PVC,m2,351500,Ganesha,Sipil,Sipil Atap
SA-016,Pasang atap PVC ,Atap PVC gelombang tebal 10 mm Alderon,m2,272900,Ganesha,Sipil,Sipil Atap
SA-017,Pasang Atap polycarbonate 5 mm,Atap polycarbonate tebal 5 mm twinlite termasuk list almunium dan sealent,m2,112200,Ganesha,Sipil,Sipil Atap
SA-018,Pasang Atap polycarbonate 10 mm,Atap polycarbonate tebal 10 mm twinlite termasuk list almunium dan sealent,m2,254700,Ganesha,Sipil,Sipil Atap
SA-019,Pasang Atap Genteng,Pasang atap genteng menggunakan Cisangkan motif Oriental/New royal/Majectic/Excellent,m2,134000,Ganesha,Sipil,Sipil Atap
SA-020,Pasang Nok,Pasang nok bubungan/jurai atap menggunakan Cisangkan,m1,50100,Ganesha,Sipil,Sipil Atap
SA-021,Pasang Flashing 0.4mm,Pasang Flashing menggunakan seng datar BJLS ukuran 0.4mm Lockfom,m1,155400,Ganesha,Sipil,Sipil Atap
SA-022,Pasang Flashing 0.35mm,"Pasang Flashing menggunakan plat galvalum tebal 0.35mm, perkuatan dengan menggunakan paku ripet dan las, termasuk alat bantu pemasangan dengan menggunakan scafolding/bambu.",m1,292200,Ganesha,Sipil,Sipil Atap
SA-023,Pasang 1 m2 glasswool lapis alumunium foil,Pasang glasswool dan lapis alumunium steel untuk atap,m2,60600,Ganesha,Sipil,Sipil Atap
SA-024,Pasang 1 m2 roofmesh,"Pasang roofmesh No2.0mm dengan spasi 50cm x 50cm, di pasang overlap minimal 10cm",m2,48300,Ganesha,Sipil,Sipil Atap
SA-025,Pasang lisplang kalsiplank,"Pasang lisplank menggunakan kalsiplank ukuran tebal 0,8mm lebar 20cm Kalsiboard",m1,54200,Ganesha,Sipil,Sipil Atap
SA-026,Pasang Lisplang Kayu 20 cm,Pasang lisplank menggunakan kayu kamper banjar tebal 2 cm tinggi 20 cm,m1,135300,Ganesha,Sipil,Sipil Atap
SA-027,Pasang Lisplang Kayu 30 cm (20cm + 15cm),Pasang lisplank menggunakan kayu kamper banjar tebal 2 cm tinggi 30 cm,m1,154900,Ganesha,Sipil,Sipil Atap
SA-028,Pasang Talang Datar/Jurai plat galvalum 0.5mm maksimal lebar 90cm,Pasang Talang Datar/Jurai galvalum 0.5mm maksimal lebar 90cm menggunakan cahaya benteng mas termasuk kayu papan dan zinkromate.,m1,265200,Ganesha,Sipil,Sipil Atap
SA-029,Pasang Talang 1/2 lingkaran BJLS 30 maksimal diameter 20cm,Pasang Talang1/2 lingkaran seng BJLS 30 maksimal diameter 20 cm menggunakan Lokfom/cahaya benteng mas termasuk besi plat strip(hanger) dan zinkromate.,m1,153400,Ganesha,Sipil,Sipil Atap
SA-030,Pasang Talang Horizontal Classy C,"Pasang Talang setengah lingkaran menggunakan Classy 'C, termasuk hanger/penggantung dan assesories pemasangan.",m1,223000,Ganesha,Sipil,Sipil Atap
SA-031,Pasang Talang cucuran (corong talang),"Pasang baru talang cucuran dia 3"" panjang 20cm, bahan menggunakan seng bjls lokfom/cahaya benteng mas berikut di patri yang rapih.",bh,234700,Ganesha,Sipil,Sipil Atap
SA-032,Pasang Reng,Kayu meranti super ukuran 3/4,m2,136900,Ganesha,Sipil,Sipil Atap
SA-033,Pasang mur baut 12 mm,Mur baut menggunakan ukuran 12 mm,bh,3200,Ganesha,Sipil,Sipil Atap
SA-034,Pasang mur baut 10 mm,Mur baut menggunakan ukuran 10 mm,bh,2600,Ganesha,Sipil,Sipil Atap
SA-035,Pasang bubungan lebar 90cm,"Bubungan atap menggunakan plat galvalum tebal 0,4mm",m1,157000,Ganesha,Sipil,Sipil Atap
SA-036,Pasang Talang Horizontal setengah lingkaran 8 ","Pasang Talang setengah lingkaran 8"" menggunakan maspion, termasuk hanger/penggantung dan assesories pemasangan.",m',92600,Ganesha,Sipil,Sipil Atap
SA-037,Pasang Bubungan Atap Metal sheet,Pasang bubungan atap metalsheet,m',155600,Ganesha,Sipil,Sipil Atap
SA-038,Pasang Talang,Pasang Talang ukuran 20x20x20cm menggunakan zincalume lebar 600mm dengan ketebalan 0.5mm termasuk besi plat strip(hanger),m',234800,Ganesha,Sipil,Sipil Atap
SA-039,Pasang Atap Sirap Asbes,"Pemasangan atap sirap menggunakan atap sirap asbes harflex 600x1200x5mm / sesuai eksisting, berikut crampon L23mm pengikat ujung daun sirap ke celahantara daun bawah. Berikut cat finishing paragon.",m2,351500,Ganesha,Sipil,Sipil Atap
SA-040,Pasang rangka atap baja ringan,"Baja ringan C 75 mm tebal 0,65 mm TCT, reng 58mm tebal 0,45, berikut type self drilling screw. (Ukuran : 12-14x20 bright zinc (untuk truss) 10-16x bright zinc (untuk reng )",m2,199800,Ganesha,Sipil,Sipil Atap
SA-041,Pasang atap genteng metal pasir,"Genteng metal berlapis pasir tebal 0,3mm",m2,342300,Ganesha,Sipil,Sipil Atap
SA-042,Pasang bubungan,"Bubungan metal berlapis pasir tebal 0,3mm",m1,121000,Ganesha,Sipil,Sipil Atap
SA-043,Pasang baru genteng,Pasang baru genteng motif dan bentuk sesuai eksisting. Genteng jatiwangi,m2,215900,Ganesha,Sipil,Sipil Atap
SA-044,Pasang bubungan,Pasang baru bubungan motif dan bentuk sesuai eksisting. Bubungan jatiwangi,m1,109700,Ganesha,Sipil,Sipil Atap
SA-045,Pekerjaan pemasangan Roofing screw,"Roofing screw menggunakan profit atau setara, ukuran 4 cm berikut ring ",bh,2800,Ganesha,Sipil,Sipil Atap
SA-046,Pasang Usuk dan Reng ,"Usuk/kasau baja ringan C75 galvalum tebal 0,75mm dan reng baja ringan Galvalum tebal 0.45 mm SNI,dipasang sesuai dgn jarak spesifikasi u/ genteng UPVC (lihat gambar)",m2,101600,Ganesha,Sipil,Sipil Atap
SA-047,Pemasangan nok atas (Top Ridge),Material nok menggunakan UPVC ELITE Roof,m1,254200,Ganesha,Sipil,Sipil Atap
SA-048,Pemasangan nok simpang (3 Way Ridge),Material nok menggunakan UPVC ELITE Roof,m1,254200,Ganesha,Sipil,Sipil Atap
SA-049,Pemasangan nok ujung (End Ridge),Material nok menggunakan UPVC ELITE Roof,bh,142100,Ganesha,Sipil,Sipil Atap
SA-050,Pekerjaan atap loteng,"Pasang Wiremesh Galvanis mesh 4mm uk.lubang 50x50 mm,frame rangka besi hollow 40.20.1,7mm,fin. cat seiv",m2,522100,Ganesha,Sipil,Sipil Atap
SA-051,Pasang papan fiber semen penutup lantai loteng,Papan fiber semen KalsiFloor 20 tbl.20 mm berikut dempul cornice dan plasband 1 muka,m2,360200,Ganesha,Sipil,Sipil Atap
SA-052,Pasang mur baut 12 mm + sealant,Mur Baut uk. 12 mm untuk perkuatan pasangan atap metal existing berikut dengan sealant pada sambungan atap,titik,13300,Ganesha,Sipil,Sipil Atap
SA-053,Pasang penutup plafond kalsiboard ling 3.5mm,"Pekerjaan Pasang penutup plafond dengan Kalsiboard ling tebal 3,5 mm",m2,47600,Ganesha,Sipil,Sipil Atap
SA-054,Pasang baru kaso 6/8,Balok menggunakan 6/8 kayu kamper banjar diserut menjadi 5/7,m1,103300,Ganesha,Sipil,Sipil Atap
SA-055,Pasang baru balok 9/13,Balok menggunakan 9/13 kayu kamper banjar diserut menjadi 8/12,m1,215600,Ganesha,Sipil,Sipil Atap
SA-056,Pasang Besi dudukan pergola kolom batu,Dudukan pergola menggunakan siku 50.50.5 mm dengan dynadold m 8,Titik,109400,Ganesha,Sipil,Sipil Atap
SA-057,Pasang baru balok 7/9,Balok menggunakan 7/9 kayu kamper banjar diserut menjadi 6/8,m1,159600,Ganesha,Sipil,Sipil Atap
SA-058,Pasang baru kaso 5/7 ,Balok menggunakan kayu kamper banjar 5/7 diserut menjadi 4/6,m',130500,Ganesha,Sipil,Sipil Atap
SA-059,Pasang baru balok 6/10,"Pasang balok menggunakan 6/10 (bahan untuk di serut) menggunakan kayu kamper banjar (di serut menjadi 5/8,5 cm)",m',169600,Ganesha,Sipil,Sipil Atap
SA-060,Pasang Baru Papan Atap,"Papan atap selasar menggunakan papan kamper banjar 3/20cm (bahan). Pola pemasangan sesuai eksisting (diserut menjadi 2,5/19cm)",m2,470200,Ganesha,Sipil,Sipil Atap
AD-001,Pasang Dinding 1/2 bata merah 1 : 3,"Pasang dinding 1/2 bata menggunakan PC 3 roda, Bata merah press, berikut pasir Pasang cimalaka dengan campuran 1PC : 3 PS",m2,147900,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-002,Pasang Dinding 1/2 bata merah 1 : 5,"Pasang dinding 1/2 bata menggunakan PC 3 roda, Bata merah press, berikut pasir Pasang cimalaka dengan campuran 1PC : 5 PS",m2,141900,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-003,Pasang Dinding Bata Ringan,Pasang dinding bata ringan menggunakan Hebel/Leibel tebal 7.5 cm menggunakan perekat semen instant drymix M-101,m2,162500,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-004,Pasang Dinding Bata Ringan,Pasang dinding bata ringan menggunakan Leibel/unicon tebal 10 cm menggunakan perekat semen instant drymix M-101/MU 382,m2,172900,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-005,Pasang Plesteran 1 Pc : 3 Ps,"Pasang plesteran menggunakan PC 3 roda, dan pasir Pasang cimalaka dengan campuran 1PC : 3PS, ketebalan minimum plesteran 15mm",m2,81200,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-006,Pasang Plesteran 1 Pc : 4 Ps,"Pasang plesteran menggunakan PC 3 roda, dan pasir Pasang cimalaka dengan campuran 1PC : 4PS ketebalan minimum plesteran 15mm",m2,79000,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
AD-007,Pasang Plesteran 1 Pc : 5 Ps,"Pasang plesteran menggunakan PC 3 roda, dan pasir Pasang cimalaka dengan campuran 1PC : 5PS ketebalan minimum plesteran 15mm",m2,77900,Ganesha,Arsitektural,"Dinding, Lantai, dan Penutup Langit-Langit"
